customer_id,age_group,income_bracket,zip_code,season_ticket_holder
4559,18-24,$50K-$99K,90045,0
4560,25-34,<$50K,90401,0
4561,25-34,$100K-$149K,90210,0
4562,35-44,$50K-$99K,90210,0
4563,25-34,$50K-$99K,90045,0
4564,18-24,$50K-$99K,90210,0
4565,35-44,$50K-$99K,90001,0
4566,55+,$50K-$99K,90401,0
4567,45-54,$50K-$99K,90045,0
4568,45-54,$100K-$149K,90401,0
4569,45-54,$100K-$149K,90008,0
4570,25-34,$50K-$99K,90210,0
4571,45-54,$100K-$149K,90001,0
4572,18-24,$50K-$99K,90001,0
4573,35-44,$150K+,90015,1
4574,35-44,$50K-$99K,90210,0
4575,18-24,$150K+,90008,0
4576,45-54,$50K-$99K,90045,0
4577,55+,$50K-$99K,90015,0
4578,25-34,$100K-$149K,90008,0
4579,45-54,$50K-$99K,90802,0
4580,18-24,$100K-$149K,90015,0
4581,35-44,$50K-$99K,90301,0
4582,25-34,$50K-$99K,90045,1
4583,35-44,$100K-$149K,90301,0
4584,55+,$50K-$99K,90045,0
4585,45-54,<$50K,90008,0
4586,45-54,$150K+,90210,0
4587,25-34,$150K+,90802,1
4588,55+,$100K-$149K,90210,0
4589,18-24,$100K-$149K,90015,0
4590,45-54,$150K+,90001,0
4591,25-34,$100K-$149K,90008,0
4592,18-24,$150K+,90008,0
4593,35-44,$50K-$99K,90003,0
4594,25-34,$100K-$149K,90003,0
4595,25-34,<$50K,90401,0
4596,25-34,$100K-$149K,90401,0
4597,18-24,$100K-$149K,90008,0
4598,18-24,$50K-$99K,90015,0
4599,18-24,$100K-$149K,90045,0
4600,25-34,$150K+,90802,0
4601,18-24,$150K+,90045,0
4602,35-44,<$50K,90210,0
4603,25-34,$100K-$149K,90301,0
4604,55+,$50K-$99K,90003,0
4605,45-54,$100K-$149K,90015,0
4606,25-34,$50K-$99K,90210,0
4607,45-54,<$50K,90015,1
4608,45-54,<$50K,90045,0
4609,55+,$50K-$99K,90008,1
4610,35-44,$100K-$149K,90003,0
4611,18-24,<$50K,90001,0
4612,35-44,$100K-$149K,90008,0
4613,35-44,$150K+,90802,0
4614,35-44,$100K-$149K,90001,0
4615,25-34,$50K-$99K,90401,0
4616,45-54,$50K-$99K,90045,0
4617,55+,<$50K,90015,0
4618,25-34,<$50K,90045,0
4619,18-24,$150K+,90301,0
4620,25-34,<$50K,90401,1
4621,45-54,$150K+,90003,0
4622,35-44,<$50K,90210,0
4623,35-44,<$50K,90015,0
4624,25-34,<$50K,90401,0
4625,35-44,$100K-$149K,90015,1
4626,25-34,$50K-$99K,90008,0
4627,25-34,<$50K,90045,0
4628,45-54,$100K-$149K,90015,0
4629,55+,$150K+,90045,0
4630,55+,$50K-$99K,90802,0
4631,55+,<$50K,90008,0
4632,25-34,<$50K,90003,0
4633,25-34,$100K-$149K,90003,0
4634,35-44,$100K-$149K,90802,0
4635,55+,$150K+,90301,0
4636,18-24,$50K-$99K,90015,0
4637,25-34,<$50K,90210,0
4638,18-24,$50K-$99K,90210,1
4639,35-44,$100K-$149K,90008,0
4640,25-34,$50K-$99K,90802,0
4641,25-34,$150K+,90015,0
4642,18-24,$50K-$99K,90001,0
4643,25-34,$50K-$99K,90003,0
4644,45-54,<$50K,90045,0
4645,25-34,<$50K,90401,0
4646,35-44,$100K-$149K,90301,0
4647,35-44,$50K-$99K,90802,0
4648,45-54,<$50K,90001,0
4649,18-24,$50K-$99K,90003,0
4650,55+,$100K-$149K,90015,0
4651,35-44,$100K-$149K,90301,0
4652,55+,$50K-$99K,90001,0
4653,55+,$100K-$149K,90045,0
4654,25-34,$50K-$99K,90003,0
4655,18-24,$100K-$149K,90003,1
4656,25-34,$100K-$149K,90003,0
4657,35-44,<$50K,90802,0
4658,18-24,$100K-$149K,90045,0
4659,18-24,$50K-$99K,90401,0
4660,25-34,<$50K,90210,0
4661,18-24,$50K-$99K,90001,1
4662,18-24,$50K-$99K,90802,0
4663,25-34,$100K-$149K,90301,0
4664,18-24,<$50K,90003,0
4665,25-34,$100K-$149K,90401,0
4666,25-34,<$50K,90003,0
4667,25-34,<$50K,90003,0
4668,45-54,$50K-$99K,90015,0
4669,35-44,$50K-$99K,90401,0
4670,25-34,$150K+,90301,0
4671,25-34,$50K-$99K,90003,1
4672,45-54,$50K-$99K,90210,0
4673,45-54,$150K+,90015,0
4674,45-54,$50K-$99K,90001,0
4675,35-44,$50K-$99K,90401,0
4676,18-24,$50K-$99K,90401,0
4677,25-34,$150K+,90210,0
4678,18-24,$100K-$149K,90301,0
4679,55+,$100K-$149K,90008,0
4680,35-44,$100K-$149K,90802,0
4681,45-54,$100K-$149K,90015,0
4682,25-34,$100K-$149K,90003,0
4683,45-54,<$50K,90015,0
4684,25-34,<$50K,90003,0
4685,18-24,$50K-$99K,90015,0
4686,25-34,$150K+,90003,0
4687,35-44,$100K-$149K,90401,0
4688,25-34,$50K-$99K,90210,0
4689,45-54,<$50K,90401,1
4690,18-24,<$50K,90001,0
4691,35-44,$100K-$149K,90802,0
4692,35-44,<$50K,90003,0
4693,25-34,$100K-$149K,90401,0
4694,45-54,<$50K,90015,0
4695,45-54,$100K-$149K,90003,0
4696,35-44,$100K-$149K,90001,0
4697,45-54,$100K-$149K,90015,0
4698,35-44,$50K-$99K,90001,0
4699,25-34,$100K-$149K,90401,0
4700,35-44,$50K-$99K,90003,0
4701,25-34,$150K+,90401,0
4702,25-34,$50K-$99K,90001,0
4703,18-24,<$50K,90301,0
4704,45-54,$100K-$149K,90301,0
4705,35-44,$50K-$99K,90045,0
4706,25-34,$100K-$149K,90008,0
4707,45-54,<$50K,90210,0
4708,55+,$50K-$99K,90045,0
4709,18-24,$150K+,90802,0
4710,25-34,$150K+,90015,0
4711,45-54,$50K-$99K,90802,0
4712,25-34,<$50K,90210,0
4713,35-44,$50K-$99K,90802,0
4714,18-24,<$50K,90008,0
4715,25-34,$50K-$99K,90001,0
4716,35-44,$50K-$99K,90210,0
4717,35-44,$100K-$149K,90015,0
4718,45-54,<$50K,90015,0
4719,45-54,$100K-$149K,90015,0
4720,45-54,$100K-$149K,90001,0
4721,35-44,$100K-$149K,90045,0
4722,18-24,$50K-$99K,90802,0
4723,35-44,$100K-$149K,90008,0
4724,18-24,$100K-$149K,90003,0
4725,45-54,$100K-$149K,90003,0
4726,25-34,<$50K,90301,0
4727,35-44,<$50K,90210,0
4728,25-34,$100K-$149K,90003,0
4729,45-54,$50K-$99K,90001,0
4730,45-54,$150K+,90301,0
4731,25-34,$50K-$99K,90210,0
4732,45-54,<$50K,90045,0
4733,25-34,$50K-$99K,90045,0
4734,35-44,$50K-$99K,90008,0
4735,45-54,$50K-$99K,90045,0
4736,25-34,$100K-$149K,90210,0
4737,55+,$100K-$149K,90301,0
4738,18-24,<$50K,90301,0
4739,18-24,$100K-$149K,90401,0
4740,55+,$50K-$99K,90045,0
4741,18-24,$50K-$99K,90015,0
4742,55+,$100K-$149K,90301,0
4743,55+,$50K-$99K,90003,0
4744,18-24,$50K-$99K,90401,0
4745,35-44,$100K-$149K,90015,0
4746,25-34,$100K-$149K,90001,0
4747,25-34,<$50K,90003,0
4748,18-24,$50K-$99K,90001,0
4749,25-34,$50K-$99K,90045,0
4750,25-34,<$50K,90001,0
4751,25-34,$100K-$149K,90802,0
4752,55+,$50K-$99K,90015,0
4753,45-54,<$50K,90008,0
4754,35-44,$50K-$99K,90802,0
4755,35-44,<$50K,90015,0
4756,45-54,$100K-$149K,90001,0
4757,25-34,$50K-$99K,90003,0
4758,35-44,$50K-$99K,90015,0
4759,55+,$150K+,90001,0
4760,25-34,$50K-$99K,90210,0
4761,35-44,$50K-$99K,90301,0
4762,45-54,$100K-$149K,90001,0
4763,55+,$50K-$99K,90210,0
4764,35-44,$150K+,90008,0
4765,25-34,$100K-$149K,90301,1
4766,25-34,$150K+,90003,0
4767,18-24,$50K-$99K,90003,0
4768,45-54,$50K-$99K,90015,0
4769,18-24,$100K-$149K,90401,1
4770,45-54,$150K+,90008,0
4771,18-24,$150K+,90401,1
4772,18-24,$150K+,90301,0
4773,25-34,$100K-$149K,90045,0
4774,35-44,<$50K,90015,0
4775,18-24,$50K-$99K,90003,0
4776,25-34,<$50K,90802,0
4777,25-34,<$50K,90015,0
4778,25-34,$50K-$99K,90045,0
4779,18-24,<$50K,90003,0
4780,45-54,<$50K,90003,0
4781,35-44,$150K+,90003,0
4782,18-24,$50K-$99K,90003,0
4783,45-54,<$50K,90802,0
4784,55+,$100K-$149K,90045,0
4785,35-44,$100K-$149K,90210,0
4786,35-44,$50K-$99K,90015,0
4787,45-54,$50K-$99K,90003,0
4788,55+,<$50K,90008,0
4789,45-54,$50K-$99K,90008,0
4790,25-34,<$50K,90401,0
4791,35-44,$100K-$149K,90401,0
4792,35-44,$100K-$149K,90210,0
4793,25-34,$100K-$149K,90401,0
4794,25-34,$50K-$99K,90008,0
4795,45-54,$50K-$99K,90301,0
4796,35-44,$50K-$99K,90045,0
4797,25-34,$50K-$99K,90802,0
4798,35-44,$100K-$149K,90802,0
4799,18-24,$150K+,90045,0
4800,25-34,<$50K,90210,0
4801,45-54,$150K+,90001,0
4802,25-34,$150K+,90015,0
4803,25-34,<$50K,90001,0
4804,55+,<$50K,90015,0
4805,25-34,$50K-$99K,90001,0
4806,25-34,$50K-$99K,90015,0
4807,55+,<$50K,90210,0
4808,35-44,<$50K,90802,0
4809,35-44,$150K+,90003,0
4810,45-54,<$50K,90003,0
4811,18-24,$50K-$99K,90210,0
4812,35-44,$100K-$149K,90210,0
4813,35-44,$150K+,90008,0
4814,45-54,$50K-$99K,90003,0
4815,35-44,<$50K,90008,0
4816,35-44,$100K-$149K,90015,0
4817,25-34,$100K-$149K,90015,0
4818,25-34,$150K+,90301,1
4819,45-54,<$50K,90015,0
4820,35-44,$100K-$149K,90210,1
4821,35-44,$50K-$99K,90210,0
4822,25-34,$150K+,90008,0
4823,35-44,$50K-$99K,90802,0
4824,45-54,$50K-$99K,90045,0
4825,45-54,<$50K,90802,0
4826,35-44,$50K-$99K,90210,0
4827,55+,$50K-$99K,90210,0
4828,45-54,<$50K,90802,0
4829,35-44,$50K-$99K,90045,0
4830,35-44,$50K-$99K,90008,0
4831,55+,$100K-$149K,90008,0
4832,35-44,<$50K,90003,0
4833,45-54,$100K-$149K,90003,0
4834,35-44,$100K-$149K,90210,0
4835,35-44,<$50K,90401,0
4836,25-34,<$50K,90401,0
4837,25-34,$100K-$149K,90401,0
4838,55+,<$50K,90301,0
4839,35-44,<$50K,90003,0
4840,35-44,$50K-$99K,90003,0
4841,55+,$50K-$99K,90301,0
4842,35-44,$50K-$99K,90015,0
4843,35-44,$150K+,90210,0
4844,45-54,$150K+,90802,0
4845,35-44,$150K+,90045,0
4846,25-34,$50K-$99K,90015,0
4847,25-34,$150K+,90008,0
4848,25-34,$100K-$149K,90301,0
4849,25-34,$100K-$149K,90301,0
4850,35-44,$50K-$99K,90301,0
4851,25-34,<$50K,90045,0
4852,25-34,$150K+,90401,0
4853,25-34,$50K-$99K,90003,0
4854,18-24,$150K+,90015,0
4855,35-44,$50K-$99K,90001,0
4856,45-54,$150K+,90210,0
4857,35-44,<$50K,90210,0
4858,25-34,$50K-$99K,90008,0
4859,18-24,$50K-$99K,90001,0
4860,25-34,$100K-$149K,90045,0
4861,35-44,$100K-$149K,90001,0
4862,25-34,$50K-$99K,90008,0
4863,35-44,<$50K,90401,0
4864,25-34,$50K-$99K,90802,0
4865,45-54,$50K-$99K,90008,0
4866,25-34,$100K-$149K,90802,0
4867,25-34,<$50K,90301,0
4868,45-54,$50K-$99K,90401,0
4869,25-34,$150K+,90210,0
4870,18-24,<$50K,90045,0
4871,35-44,$100K-$149K,90401,0
4872,35-44,<$50K,90003,0
4873,35-44,<$50K,90301,0
4874,25-34,$100K-$149K,90001,0
4875,25-34,$50K-$99K,90301,0
4876,25-34,$50K-$99K,90210,0
4877,18-24,$150K+,90015,0
4878,45-54,$100K-$149K,90008,0
4879,35-44,$150K+,90802,0
4880,25-34,$100K-$149K,90210,0
4881,35-44,$50K-$99K,90210,0
4882,25-34,$50K-$99K,90001,0
4883,45-54,$100K-$149K,90045,0
4884,18-24,$50K-$99K,90301,0
4885,18-24,<$50K,90015,0
4886,35-44,<$50K,90003,0
4887,35-44,$50K-$99K,90802,0
4888,35-44,<$50K,90210,0
4889,18-24,<$50K,90802,0
4890,25-34,$100K-$149K,90401,0
4891,25-34,<$50K,90001,0
4892,25-34,$100K-$149K,90003,0
4893,45-54,$100K-$149K,90003,0
4894,18-24,<$50K,90003,0
4895,25-34,<$50K,90015,0
4896,35-44,<$50K,90301,0
4897,25-34,$50K-$99K,90301,1
4898,35-44,$100K-$149K,90001,0
4899,45-54,$50K-$99K,90401,0
4900,25-34,$50K-$99K,90015,0
4901,55+,$50K-$99K,90401,0
4902,35-44,$100K-$149K,90802,0
4903,25-34,<$50K,90301,1
4904,25-34,$100K-$149K,90008,0
4905,25-34,$100K-$149K,90008,0
4906,35-44,<$50K,90045,0
4907,45-54,$50K-$99K,90301,0
4908,45-54,<$50K,90301,0
4909,55+,$50K-$99K,90802,0
4910,45-54,<$50K,90001,0
4911,35-44,<$50K,90008,0
4912,25-34,$50K-$99K,90001,0
4913,35-44,$100K-$149K,90210,0
4914,18-24,$150K+,90301,0
4915,45-54,$100K-$149K,90003,0
4916,25-34,$50K-$99K,90802,0
4917,18-24,$150K+,90045,0
4918,18-24,$50K-$99K,90008,1
4919,25-34,<$50K,90301,1
4920,35-44,$50K-$99K,90301,0
4921,25-34,$50K-$99K,90001,0
4922,35-44,$50K-$99K,90210,0
4923,25-34,$100K-$149K,90008,0
4924,35-44,<$50K,90301,0
4925,25-34,$50K-$99K,90045,0
4926,18-24,$50K-$99K,90015,0
4927,35-44,$100K-$149K,90301,0
4928,25-34,$150K+,90301,0
4929,18-24,$100K-$149K,90401,0
4930,25-34,$50K-$99K,90045,0
4931,18-24,$100K-$149K,90015,0
4932,35-44,$50K-$99K,90001,0
4933,25-34,$150K+,90015,0
4934,35-44,$100K-$149K,90001,0
4935,45-54,$50K-$99K,90301,0
4936,25-34,$100K-$149K,90210,0
4937,55+,$50K-$99K,90301,0
4938,35-44,<$50K,90401,0
4939,35-44,$100K-$149K,90210,1
4940,35-44,$50K-$99K,90003,0
4941,35-44,$150K+,90003,0
4942,35-44,$50K-$99K,90802,0
4943,25-34,$100K-$149K,90210,0
4944,18-24,$100K-$149K,90210,0
4945,18-24,$150K+,90001,0
4946,25-34,$50K-$99K,90401,0
4947,25-34,$50K-$99K,90401,0
4948,25-34,$100K-$149K,90015,0
4949,18-24,$100K-$149K,90301,0
4950,35-44,$50K-$99K,90802,0
4951,45-54,$50K-$99K,90001,0
4952,55+,$150K+,90045,0
4953,25-34,$100K-$149K,90401,0
4954,35-44,$100K-$149K,90301,1
4955,45-54,$100K-$149K,90015,0
4956,25-34,$50K-$99K,90008,0
4957,25-34,$150K+,90001,0
4958,55+,$50K-$99K,90008,0
4959,35-44,$50K-$99K,90003,0
4960,25-34,<$50K,90045,1
4961,18-24,$50K-$99K,90001,0
4962,18-24,$50K-$99K,90015,0
4963,45-54,$100K-$149K,90401,0
4964,35-44,$150K+,90802,0
4965,25-34,$150K+,90001,0
4966,25-34,<$50K,90008,0
4967,35-44,$100K-$149K,90210,0
4968,35-44,$100K-$149K,90045,0
4969,25-34,<$50K,90001,0
4970,45-54,$50K-$99K,90003,0
4971,18-24,$50K-$99K,90003,0
4972,25-34,<$50K,90301,0
4973,35-44,<$50K,90210,0
4974,25-34,$100K-$149K,90210,0
4975,45-54,$100K-$149K,90001,0
4976,35-44,$100K-$149K,90001,0
4977,45-54,$100K-$149K,90015,0
4978,18-24,<$50K,90210,0
4979,18-24,<$50K,90210,0
4980,25-34,$50K-$99K,90045,0
4981,35-44,$50K-$99K,90015,0
4982,45-54,$150K+,90003,0
4983,45-54,$100K-$149K,90301,1
4984,35-44,$50K-$99K,90210,0
4985,55+,<$50K,90301,0
4986,35-44,$100K-$149K,90008,0
4987,25-34,$100K-$149K,90001,0
4988,25-34,$100K-$149K,90001,1
4989,35-44,$50K-$99K,90015,0
4990,25-34,$50K-$99K,90015,0
4991,18-24,$50K-$99K,90301,0
4992,35-44,$100K-$149K,90301,1
4993,45-54,<$50K,90015,0
4994,18-24,$50K-$99K,90301,0
4995,45-54,$100K-$149K,90401,1
4996,45-54,<$50K,90802,0
4997,25-34,$100K-$149K,90210,0
4998,18-24,<$50K,90015,0
4999,18-24,<$50K,90003,1
5000,35-44,$150K+,90802,0
5001,35-44,$50K-$99K,90301,0
5002,45-54,<$50K,90210,0
5003,35-44,<$50K,90015,0
5004,18-24,$150K+,90015,0
5005,18-24,$100K-$149K,90003,0
5006,35-44,$150K+,90001,0
5007,25-34,$100K-$149K,90045,0
5008,25-34,$100K-$149K,90210,0
5009,25-34,$50K-$99K,90802,0
5010,18-24,$100K-$149K,90001,0
5011,25-34,$50K-$99K,90045,0
5012,25-34,$100K-$149K,90045,0
5013,25-34,$100K-$149K,90802,0
5014,18-24,$100K-$149K,90015,0
5015,35-44,$50K-$99K,90008,0
5016,45-54,$100K-$149K,90008,0
5017,25-34,$50K-$99K,90210,0
5018,45-54,$50K-$99K,90001,0
5019,25-34,$150K+,90001,0
5020,35-44,$50K-$99K,90001,0
5021,45-54,<$50K,90301,0
5022,45-54,$100K-$149K,90045,0
5023,45-54,$100K-$149K,90802,0
5024,18-24,$150K+,90008,1
5025,18-24,$100K-$149K,90210,0
5026,45-54,<$50K,90301,0
5027,25-34,<$50K,90008,0
5028,25-34,<$50K,90802,0
5029,35-44,<$50K,90003,0
5030,45-54,$100K-$149K,90301,0
5031,45-54,$50K-$99K,90015,0
5032,25-34,$50K-$99K,90802,0
5033,45-54,$100K-$149K,90301,0
5034,18-24,$50K-$99K,90401,0
5035,18-24,<$50K,90008,0
5036,35-44,$50K-$99K,90210,0
5037,18-24,<$50K,90015,0
5038,25-34,$50K-$99K,90015,0
5039,35-44,$100K-$149K,90003,0
5040,25-34,$150K+,90802,0
5041,18-24,<$50K,90001,0
5042,25-34,$50K-$99K,90001,0
5043,25-34,$100K-$149K,90301,0
5044,25-34,$50K-$99K,90301,0
5045,45-54,$50K-$99K,90015,0
5046,45-54,<$50K,90401,0
5047,25-34,$100K-$149K,90045,0
5048,45-54,$150K+,90210,0
5049,18-24,$150K+,90015,0
5050,25-34,$100K-$149K,90008,0
5051,45-54,<$50K,90003,1
5052,25-34,$100K-$149K,90401,0
5053,55+,$50K-$99K,90045,0
5054,25-34,$150K+,90210,1
5055,45-54,$150K+,90210,0
5056,25-34,$150K+,90015,0
5057,25-34,$150K+,90802,0
5058,25-34,$50K-$99K,90301,0
5059,35-44,$100K-$149K,90401,0
5060,35-44,$150K+,90301,0
5061,55+,$50K-$99K,90015,0
5062,25-34,$100K-$149K,90802,1
5063,18-24,$150K+,90003,0
5064,25-34,$50K-$99K,90045,0
5065,35-44,<$50K,90003,0
5066,45-54,<$50K,90401,0
5067,25-34,<$50K,90802,0
5068,35-44,$50K-$99K,90008,0
5069,25-34,$50K-$99K,90045,0
5070,35-44,$100K-$149K,90802,0
5071,45-54,$50K-$99K,90210,0
5072,25-34,$150K+,90008,0
5073,25-34,$50K-$99K,90210,0
5074,55+,$150K+,90802,0
5075,45-54,<$50K,90301,0
5076,35-44,$100K-$149K,90015,0
5077,35-44,$100K-$149K,90015,0
5078,25-34,$100K-$149K,90001,0
5079,35-44,$50K-$99K,90008,0
5080,45-54,<$50K,90802,0
5081,35-44,$50K-$99K,90001,0
5082,25-34,$50K-$99K,90003,0
5083,25-34,$50K-$99K,90003,0
5084,25-34,$50K-$99K,90401,0
5085,18-24,$100K-$149K,90210,0
5086,18-24,$100K-$149K,90301,0
5087,25-34,$150K+,90015,0
5088,18-24,$50K-$99K,90015,0
5089,18-24,<$50K,90015,1
5090,35-44,$100K-$149K,90210,0
5091,18-24,$50K-$99K,90015,0
5092,18-24,$50K-$99K,90001,0
5093,25-34,$50K-$99K,90001,0
5094,25-34,$100K-$149K,90401,1
5095,35-44,$150K+,90003,0
5096,18-24,$150K+,90802,0
5097,45-54,$150K+,90401,0
5098,55+,$100K-$149K,90001,0
5099,45-54,$150K+,90401,0
5100,35-44,<$50K,90802,1
5101,45-54,$100K-$149K,90015,0
5102,35-44,<$50K,90301,0
5103,18-24,$100K-$149K,90015,0
5104,25-34,<$50K,90008,0
5105,45-54,$50K-$99K,90001,0
5106,25-34,<$50K,90003,0
5107,18-24,$50K-$99K,90301,0
5108,45-54,$50K-$99K,90210,0
5109,45-54,<$50K,90401,0
5110,18-24,$100K-$149K,90008,0
5111,35-44,$150K+,90210,0
5112,25-34,$100K-$149K,90210,0
5113,35-44,$100K-$149K,90003,0
5114,25-34,$100K-$149K,90001,0
5115,25-34,$150K+,90003,1
5116,45-54,$50K-$99K,90802,0
5117,25-34,$50K-$99K,90210,0
5118,35-44,$150K+,90008,0
5119,25-34,$50K-$99K,90301,0
5120,25-34,<$50K,90001,0
5121,35-44,$100K-$149K,90401,0
5122,18-24,$50K-$99K,90301,1
5123,25-34,$50K-$99K,90008,1
5124,25-34,<$50K,90015,0
5125,35-44,$100K-$149K,90301,0
5126,55+,$150K+,90015,0
5127,55+,<$50K,90045,0
5128,25-34,<$50K,90001,0
5129,25-34,<$50K,90045,1
5130,25-34,$100K-$149K,90015,0
5131,45-54,$50K-$99K,90008,1
5132,25-34,$50K-$99K,90802,0
5133,55+,<$50K,90001,0
5134,25-34,$50K-$99K,90045,0
5135,55+,$50K-$99K,90003,0
5136,45-54,$100K-$149K,90045,0
5137,45-54,<$50K,90045,0
5138,25-34,$100K-$149K,90001,0
5139,18-24,$50K-$99K,90015,0
5140,25-34,$50K-$99K,90301,0
5141,25-34,$50K-$99K,90001,0
5142,18-24,$100K-$149K,90003,0
5143,35-44,$50K-$99K,90015,0
5144,25-34,$150K+,90003,1
5145,35-44,<$50K,90003,0
5146,35-44,<$50K,90001,0
5147,18-24,<$50K,90003,1
5148,55+,$50K-$99K,90008,0
5149,25-34,<$50K,90015,0
5150,25-34,<$50K,90001,0
5151,25-34,$50K-$99K,90001,1
5152,45-54,$100K-$149K,90301,0
5153,18-24,$100K-$149K,90045,0
5154,25-34,$50K-$99K,90301,0
5155,35-44,$50K-$99K,90802,0
5156,25-34,$100K-$149K,90001,1
5157,35-44,$50K-$99K,90401,0
5158,55+,$100K-$149K,90015,0
5159,55+,$150K+,90802,0
5160,18-24,$150K+,90003,0
5161,25-34,$50K-$99K,90802,0
5162,25-34,$50K-$99K,90401,0
5163,25-34,$100K-$149K,90210,0
5164,25-34,$50K-$99K,90045,0
5165,25-34,$100K-$149K,90008,0
5166,55+,$50K-$99K,90001,0
5167,55+,$100K-$149K,90210,0
5168,18-24,$50K-$99K,90045,0
5169,25-34,<$50K,90401,0
5170,25-34,$100K-$149K,90001,0
5171,25-34,$50K-$99K,90001,0
5172,35-44,<$50K,90301,0
5173,35-44,$50K-$99K,90401,0
5174,45-54,<$50K,90001,0
5175,45-54,$100K-$149K,90802,0
5176,35-44,$50K-$99K,90301,0
5177,35-44,<$50K,90301,0
5178,25-34,$50K-$99K,90401,0
5179,35-44,<$50K,90401,0
5180,25-34,$100K-$149K,90001,0
5181,18-24,$50K-$99K,90015,0
5182,25-34,$100K-$149K,90802,0
5183,25-34,<$50K,90008,0
5184,55+,$50K-$99K,90210,0
5185,25-34,$100K-$149K,90015,0
5186,25-34,<$50K,90001,0
5187,25-34,<$50K,90008,0
5188,35-44,$50K-$99K,90008,0
5189,18-24,<$50K,90008,0
5190,55+,$50K-$99K,90210,0
5191,45-54,$100K-$149K,90802,0
5192,35-44,<$50K,90301,0
5193,35-44,$50K-$99K,90301,0
5194,18-24,$150K+,90001,0
5195,25-34,$150K+,90802,0
5196,45-54,<$50K,90015,0
5197,18-24,<$50K,90401,0
5198,25-34,$50K-$99K,90001,0
5199,35-44,<$50K,90401,0
5200,25-34,<$50K,90802,0
5201,55+,$50K-$99K,90045,0
5202,18-24,<$50K,90301,0
5203,45-54,$50K-$99K,90003,0
5204,35-44,$50K-$99K,90001,0
5205,45-54,<$50K,90210,0
5206,25-34,$50K-$99K,90802,0
5207,35-44,$50K-$99K,90001,0
5208,45-54,$100K-$149K,90001,0
5209,25-34,$150K+,90015,0
5210,25-34,$150K+,90210,0
5211,35-44,$50K-$99K,90802,0
5212,35-44,$100K-$149K,90003,0
5213,25-34,<$50K,90045,0
5214,55+,$50K-$99K,90301,1
5215,25-34,$100K-$149K,90015,1
5216,25-34,$50K-$99K,90210,0
5217,45-54,<$50K,90210,0
5218,35-44,<$50K,90015,0
5219,45-54,$50K-$99K,90015,0
5220,55+,$100K-$149K,90802,0
5221,25-34,$150K+,90001,0
5222,18-24,<$50K,90045,0
5223,18-24,$150K+,90802,0
5224,35-44,<$50K,90802,0
5225,45-54,$150K+,90802,0
5226,25-34,$100K-$149K,90003,0
5227,18-24,<$50K,90301,0
5228,18-24,$50K-$99K,90401,0
5229,45-54,<$50K,90001,0
5230,25-34,$150K+,90003,0
5231,25-34,$50K-$99K,90001,1
5232,35-44,$100K-$149K,90802,0
5233,45-54,<$50K,90045,0
5234,35-44,$150K+,90015,1
5235,35-44,$50K-$99K,90401,0
5236,18-24,$50K-$99K,90008,0
5237,35-44,$50K-$99K,90401,0
5238,35-44,$50K-$99K,90008,0
5239,55+,<$50K,90210,0
5240,25-34,$50K-$99K,90015,0
5241,18-24,<$50K,90401,1
5242,18-24,$50K-$99K,90301,0
5243,25-34,$50K-$99K,90045,0
5244,45-54,<$50K,90008,0
5245,18-24,$50K-$99K,90045,0
5246,25-34,$100K-$149K,90015,0
5247,25-34,<$50K,90401,0
5248,18-24,$50K-$99K,90045,0
5249,25-34,$100K-$149K,90045,1
5250,25-34,<$50K,90003,0
5251,25-34,$50K-$99K,90802,0
5252,35-44,<$50K,90210,0
5253,35-44,<$50K,90001,0
5254,18-24,$100K-$149K,90008,0
5255,55+,$50K-$99K,90015,0
5256,35-44,$50K-$99K,90003,0
5257,45-54,$100K-$149K,90015,0
5258,18-24,<$50K,90003,0
5259,18-24,$50K-$99K,90210,0
5260,18-24,$150K+,90802,0
5261,25-34,$50K-$99K,90001,0
5262,25-34,<$50K,90045,0
5263,55+,$50K-$99K,90802,0
5264,25-34,<$50K,90301,0
5265,25-34,$50K-$99K,90210,1
5266,35-44,$100K-$149K,90301,0
5267,18-24,<$50K,90802,0
5268,35-44,<$50K,90008,0
5269,35-44,$50K-$99K,90401,0
5270,45-54,$150K+,90001,0
5271,55+,$50K-$99K,90210,0
5272,25-34,<$50K,90802,0
5273,35-44,$50K-$99K,90001,0
5274,55+,$50K-$99K,90045,1
5275,45-54,$50K-$99K,90401,0
5276,25-34,$150K+,90210,0
5277,55+,$50K-$99K,90210,0
5278,18-24,$50K-$99K,90008,0
5279,55+,<$50K,90401,0
5280,18-24,$100K-$149K,90001,0
5281,35-44,$50K-$99K,90015,0
5282,45-54,$100K-$149K,90401,0
5283,25-34,$150K+,90210,0
5284,25-34,<$50K,90802,0
5285,25-34,$150K+,90001,0
5286,55+,$50K-$99K,90003,0
5287,45-54,$50K-$99K,90001,0
5288,35-44,$100K-$149K,90015,0
5289,35-44,$100K-$149K,90802,0
5290,45-54,$100K-$149K,90015,0
5291,25-34,$50K-$99K,90802,0
5292,25-34,$150K+,90210,0
5293,35-44,$100K-$149K,90045,0
5294,25-34,$50K-$99K,90015,0
5295,18-24,$150K+,90003,0
5296,18-24,$150K+,90401,0
5297,18-24,$50K-$99K,90008,0
5298,45-54,$100K-$149K,90001,0
5299,25-34,$100K-$149K,90301,0
5300,35-44,$100K-$149K,90401,0
5301,25-34,<$50K,90301,0
