session_id,game_id,device,source,viewed_ticket_page,added_to_cart,checkout_started,purchased
8157,6,Mobile,Social,1,1,1,0
8158,6,Mobile,Email,1,0,0,0
8159,6,Mobile,Email,1,1,1,1
8160,6,Mobile,Email,1,0,0,0
8161,6,Mobile,Direct,1,1,1,1
8162,6,Mobile,Direct,1,0,0,0
8163,6,Tablet,Email,1,1,1,0
8164,6,Mobile,Paid Search,1,0,0,0
8165,6,Mobile,Organic,1,0,0,0
8166,6,Mobile,Paid Search,1,0,0,0
8167,6,Mobile,Social,1,0,0,0
8168,6,Mobile,Paid Search,1,1,1,1
8169,6,Desktop,Paid Search,1,0,0,0
8170,6,Mobile,Direct,1,1,1,0
8171,6,Desktop,Social,1,0,0,0
8172,6,Mobile,Paid Search,1,0,0,0
8173,6,Desktop,Email,1,0,0,0
8174,6,Mobile,Social,1,0,0,0
8175,6,Desktop,Paid Search,1,0,0,0
8176,6,Desktop,Social,1,1,0,0
8177,6,Mobile,Direct,1,1,1,1
8178,6,Desktop,Social,1,1,1,1
8179,6,Mobile,Organic,1,1,1,1
8180,6,Mobile,Direct,1,0,0,0
8181,6,Mobile,Paid Search,1,1,1,1
8182,6,Mobile,Email,1,0,0,0
8183,6,Mobile,Social,1,0,0,0
8184,6,Desktop,Direct,1,0,0,0
8185,6,Mobile,Organic,1,0,0,0
8186,6,Mobile,Organic,1,1,1,1
8187,6,Mobile,Paid Search,1,1,1,0
8188,6,Mobile,Paid Search,1,0,0,0
8189,6,Mobile,Email,1,0,0,0
8190,6,Desktop,Social,1,1,1,1
8191,6,Mobile,Paid Search,1,0,0,0
8192,6,Tablet,Organic,1,0,0,0
8193,6,Mobile,Email,1,1,1,0
8194,6,Mobile,Email,1,1,1,1
8195,6,Mobile,Paid Search,1,0,0,0
8196,6,Mobile,Social,1,0,0,0
8197,6,Mobile,Social,1,0,0,0
8198,6,Mobile,Social,1,1,0,0
8199,6,Desktop,Paid Search,1,1,1,1
8200,6,Desktop,Social,1,0,0,0
8201,6,Tablet,Email,1,1,1,0
8202,6,Mobile,Organic,1,1,0,0
8203,6,Mobile,Email,1,0,0,0
8204,6,Desktop,Social,1,1,1,1
8205,6,Mobile,Organic,1,0,0,0
8206,6,Desktop,Email,1,0,0,0
8207,6,Desktop,Email,1,0,0,0
8208,6,Mobile,Organic,1,0,0,0
8209,6,Tablet,Email,1,0,0,0
8210,6,Mobile,Direct,1,1,1,1
8211,6,Desktop,Email,1,0,0,0
8212,6,Mobile,Email,1,1,1,1
8213,6,Mobile,Organic,1,0,0,0
8214,6,Desktop,Social,1,1,0,0
8215,6,Mobile,Social,1,0,0,0
8216,6,Mobile,Paid Search,1,0,0,0
8217,6,Desktop,Social,1,1,1,1
8218,6,Mobile,Direct,1,0,0,0
8219,6,Desktop,Email,1,1,0,0
8220,6,Desktop,Email,1,1,1,0
8221,6,Mobile,Email,1,0,0,0
8222,6,Mobile,Organic,1,1,1,1
8223,6,Mobile,Direct,1,0,0,0
8224,6,Desktop,Organic,1,0,0,0
8225,6,Desktop,Direct,1,1,0,0
8226,6,Mobile,Social,1,1,0,0
8227,6,Desktop,Direct,1,0,0,0
8228,6,Desktop,Email,1,0,0,0
8229,6,Mobile,Organic,1,0,0,0
8230,6,Mobile,Direct,1,0,0,0
8231,6,Desktop,Social,1,0,0,0
8232,6,Tablet,Email,1,1,1,0
8233,6,Mobile,Social,1,1,1,0
8234,6,Desktop,Organic,1,0,0,0
8235,6,Desktop,Organic,1,0,0,0
8236,6,Mobile,Paid Search,1,1,1,0
8237,6,Desktop,Social,1,0,0,0
8238,6,Mobile,Paid Search,1,0,0,0
8239,6,Desktop,Paid Search,1,1,1,0
8240,6,Mobile,Paid Search,1,0,0,0
8241,6,Mobile,Organic,1,0,0,0
8242,6,Mobile,Social,1,0,0,0
8243,6,Desktop,Email,1,0,0,0
8244,6,Mobile,Direct,1,0,0,0
8245,6,Mobile,Direct,1,1,1,1
8246,6,Mobile,Paid Search,1,0,0,0
8247,6,Mobile,Direct,1,0,0,0
8248,6,Desktop,Organic,1,0,0,0
8249,6,Mobile,Social,1,1,1,1
8250,6,Desktop,Social,1,1,1,1
8251,6,Desktop,Social,1,0,0,0
8252,6,Desktop,Organic,1,1,1,1
8253,6,Mobile,Paid Search,1,1,0,0
8254,6,Desktop,Paid Search,1,0,0,0
8255,6,Desktop,Paid Search,1,1,1,1
8256,6,Tablet,Organic,1,0,0,0
8257,6,Desktop,Social,1,0,0,0
8258,6,Mobile,Social,1,1,0,0
8259,6,Mobile,Organic,1,1,1,1
8260,6,Mobile,Email,1,1,0,0
8261,6,Desktop,Email,1,1,0,0
8262,6,Mobile,Direct,1,1,1,1
8263,6,Mobile,Email,1,0,0,0
8264,6,Mobile,Organic,1,0,0,0
8265,6,Mobile,Social,1,0,0,0
8266,6,Mobile,Paid Search,1,0,0,0
8267,6,Mobile,Social,1,0,0,0
8268,6,Tablet,Social,1,0,0,0
8269,6,Mobile,Paid Search,1,0,0,0
8270,6,Desktop,Paid Search,1,1,0,0
8271,6,Mobile,Email,1,0,0,0
8272,6,Mobile,Paid Search,1,1,1,1
8273,6,Desktop,Organic,1,1,0,0
8274,6,Mobile,Organic,1,0,0,0
8275,6,Desktop,Email,1,1,0,0
8276,6,Mobile,Paid Search,1,0,0,0
8277,6,Mobile,Social,1,0,0,0
8278,6,Mobile,Organic,1,1,1,1
8279,6,Desktop,Direct,1,1,1,1
8280,6,Mobile,Paid Search,1,1,1,1
8281,6,Mobile,Paid Search,1,0,0,0
8282,6,Mobile,Organic,1,1,1,1
8283,6,Desktop,Organic,1,0,0,0
8284,6,Mobile,Social,1,0,0,0
8285,6,Mobile,Email,1,0,0,0
8286,6,Mobile,Paid Search,1,1,1,1
8287,6,Desktop,Paid Search,1,0,0,0
8288,6,Mobile,Social,1,0,0,0
8289,6,Desktop,Social,1,1,0,0
8290,6,Desktop,Organic,1,1,0,0
8291,6,Mobile,Organic,1,1,1,1
8292,6,Mobile,Paid Search,1,0,0,0
8293,6,Mobile,Paid Search,1,0,0,0
8294,6,Desktop,Organic,1,0,0,0
8295,6,Tablet,Organic,1,1,1,1
8296,6,Desktop,Direct,1,0,0,0
8297,6,Mobile,Email,1,0,0,0
8298,6,Desktop,Social,1,1,1,1
8299,6,Mobile,Email,1,1,1,0
8300,6,Desktop,Social,1,0,0,0
8301,6,Desktop,Social,1,1,1,1
8302,6,Desktop,Paid Search,1,0,0,0
8303,6,Desktop,Social,1,1,1,1
8304,6,Desktop,Paid Search,1,0,0,0
8305,6,Desktop,Organic,1,1,1,1
8306,6,Desktop,Paid Search,1,0,0,0
8307,6,Desktop,Email,1,0,0,0
8308,6,Mobile,Email,1,1,0,0
8309,6,Mobile,Paid Search,1,1,1,1
8310,6,Mobile,Direct,1,0,0,0
8311,6,Mobile,Email,1,1,1,1
8312,6,Mobile,Social,1,1,0,0
8313,6,Mobile,Paid Search,1,1,0,0
8314,6,Mobile,Organic,1,1,1,1
8315,6,Mobile,Social,1,0,0,0
8316,6,Desktop,Paid Search,1,0,0,0
8317,6,Mobile,Paid Search,1,1,1,1
8318,6,Desktop,Organic,1,0,0,0
8319,6,Mobile,Paid Search,1,1,1,0
8320,6,Mobile,Social,1,1,1,1
8321,6,Desktop,Organic,1,0,0,0
8322,6,Mobile,Organic,1,1,1,1
8323,6,Mobile,Paid Search,1,1,1,0
8324,6,Mobile,Direct,1,0,0,0
8325,6,Desktop,Email,1,0,0,0
8326,6,Desktop,Email,1,0,0,0
8327,6,Mobile,Email,1,0,0,0
8328,6,Mobile,Direct,1,1,1,1
8329,6,Desktop,Email,1,0,0,0
8330,6,Mobile,Direct,1,1,0,0
8331,6,Desktop,Email,1,1,1,1
8332,6,Mobile,Paid Search,1,0,0,0
8333,6,Tablet,Email,1,1,1,1
8334,6,Desktop,Paid Search,1,0,0,0
8335,6,Desktop,Email,1,0,0,0
8336,6,Mobile,Email,1,1,0,0
8337,6,Desktop,Email,1,0,0,0
8338,6,Mobile,Email,1,1,1,1
8339,6,Mobile,Social,1,1,1,1
8340,6,Desktop,Organic,1,1,1,1
8341,6,Desktop,Email,1,1,0,0
8342,6,Desktop,Paid Search,1,1,1,1
8343,6,Mobile,Email,1,0,0,0
8344,6,Desktop,Social,1,1,1,0
8345,6,Desktop,Social,1,0,0,0
8346,6,Tablet,Social,1,1,1,0
8347,6,Desktop,Direct,1,0,0,0
8348,6,Desktop,Organic,1,0,0,0
8349,6,Mobile,Organic,1,0,0,0
8350,6,Desktop,Email,1,0,0,0
8351,6,Mobile,Direct,1,0,0,0
8352,6,Desktop,Direct,1,0,0,0
8353,6,Desktop,Organic,1,1,0,0
8354,6,Mobile,Organic,1,0,0,0
8355,6,Mobile,Email,1,1,1,1
8356,6,Mobile,Paid Search,1,0,0,0
8357,6,Mobile,Email,1,0,0,0
8358,6,Desktop,Paid Search,1,0,0,0
8359,6,Mobile,Email,1,1,1,1
8360,6,Desktop,Paid Search,1,0,0,0
8361,6,Desktop,Email,1,1,1,1
8362,6,Desktop,Social,1,0,0,0
8363,6,Desktop,Email,1,1,1,1
8364,6,Mobile,Email,1,0,0,0
8365,6,Mobile,Social,1,0,0,0
8366,6,Desktop,Direct,1,0,0,0
8367,6,Desktop,Social,1,1,1,1
8368,6,Mobile,Organic,1,1,0,0
8369,6,Mobile,Email,1,1,0,0
8370,6,Mobile,Organic,1,1,1,1
8371,6,Mobile,Organic,1,0,0,0
8372,6,Mobile,Organic,1,0,0,0
8373,6,Desktop,Direct,1,0,0,0
8374,6,Mobile,Email,1,1,1,1
8375,6,Desktop,Paid Search,1,0,0,0
8376,6,Desktop,Paid Search,1,1,1,0
8377,6,Mobile,Organic,1,1,1,0
8378,6,Desktop,Paid Search,1,0,0,0
8379,6,Desktop,Direct,1,0,0,0
8380,6,Mobile,Direct,1,0,0,0
8381,6,Mobile,Organic,1,0,0,0
8382,6,Mobile,Organic,1,0,0,0
8383,6,Mobile,Paid Search,1,0,0,0
8384,6,Mobile,Paid Search,1,1,0,0
8385,6,Mobile,Social,1,1,0,0
8386,6,Mobile,Email,1,0,0,0
8387,6,Desktop,Direct,1,0,0,0
8388,6,Mobile,Paid Search,1,0,0,0
8389,6,Mobile,Paid Search,1,1,0,0
8390,6,Mobile,Email,1,1,1,0
8391,6,Desktop,Paid Search,1,1,0,0
8392,6,Desktop,Paid Search,1,0,0,0
8393,6,Desktop,Paid Search,1,0,0,0
8394,6,Mobile,Social,1,0,0,0
8395,6,Desktop,Social,1,0,0,0
8396,6,Desktop,Organic,1,1,1,1
8397,6,Mobile,Paid Search,1,0,0,0
8398,6,Desktop,Organic,1,0,0,0
8399,6,Desktop,Email,1,1,0,0
8400,6,Mobile,Social,1,1,0,0
8401,6,Tablet,Direct,1,1,1,1
8402,6,Desktop,Social,1,0,0,0
8403,6,Tablet,Direct,1,1,0,0
8404,6,Mobile,Email,1,1,0,0
8405,6,Mobile,Organic,1,0,0,0
8406,6,Mobile,Paid Search,1,0,0,0
8407,6,Desktop,Email,1,1,0,0
8408,6,Mobile,Paid Search,1,0,0,0
8409,6,Mobile,Paid Search,1,0,0,0
8410,6,Mobile,Organic,1,0,0,0
8411,6,Desktop,Paid Search,1,0,0,0
8412,6,Mobile,Email,1,0,0,0
8413,6,Mobile,Paid Search,1,0,0,0
8414,6,Mobile,Paid Search,1,1,0,0
8415,6,Desktop,Paid Search,1,0,0,0
8416,6,Mobile,Paid Search,1,0,0,0
8417,6,Mobile,Social,1,1,0,0
8418,6,Mobile,Social,1,0,0,0
8419,6,Mobile,Paid Search,1,0,0,0
8420,6,Mobile,Paid Search,1,0,0,0
8421,6,Mobile,Organic,1,0,0,0
8422,6,Desktop,Email,1,0,0,0
8423,6,Tablet,Social,1,0,0,0
8424,6,Desktop,Social,1,1,0,0
8425,6,Mobile,Paid Search,1,0,0,0
8426,6,Mobile,Email,1,0,0,0
8427,6,Desktop,Direct,1,1,1,1
8428,6,Desktop,Organic,1,0,0,0
8429,6,Mobile,Email,1,1,0,0
8430,6,Mobile,Social,1,1,1,0
8431,6,Desktop,Email,1,1,1,1
8432,6,Mobile,Email,1,0,0,0
8433,6,Mobile,Direct,1,0,0,0
8434,6,Mobile,Direct,1,0,0,0
8435,6,Mobile,Email,1,0,0,0
8436,6,Mobile,Social,1,1,1,1
8437,6,Mobile,Email,1,1,1,0
8438,6,Desktop,Paid Search,1,1,0,0
8439,6,Mobile,Paid Search,1,1,1,1
8440,6,Mobile,Social,1,0,0,0
8441,6,Mobile,Organic,1,1,1,1
8442,6,Tablet,Social,1,1,1,1
8443,6,Mobile,Social,1,0,0,0
8444,6,Desktop,Paid Search,1,1,1,1
8445,6,Mobile,Email,1,0,0,0
8446,6,Tablet,Email,1,0,0,0
8447,6,Mobile,Email,1,1,1,1
8448,6,Mobile,Direct,1,0,0,0
8449,6,Tablet,Paid Search,1,0,0,0
8450,6,Desktop,Organic,1,0,0,0
8451,6,Tablet,Paid Search,1,0,0,0
8452,6,Mobile,Email,1,0,0,0
8453,6,Desktop,Paid Search,1,0,0,0
8454,6,Mobile,Social,1,1,1,1
8455,6,Desktop,Direct,1,0,0,0
8456,6,Mobile,Organic,1,1,0,0
8457,6,Mobile,Social,1,0,0,0
8458,6,Desktop,Email,1,0,0,0
8459,6,Desktop,Email,1,0,0,0
8460,6,Mobile,Paid Search,1,1,1,1
8461,6,Desktop,Direct,1,0,0,0
8462,6,Mobile,Email,1,0,0,0
8463,6,Mobile,Organic,1,1,1,1
8464,6,Mobile,Email,1,0,0,0
8465,6,Desktop,Paid Search,1,1,1,1
8466,6,Mobile,Social,1,0,0,0
8467,6,Mobile,Social,1,0,0,0
8468,6,Mobile,Paid Search,1,0,0,0
8469,6,Mobile,Social,1,0,0,0
8470,6,Desktop,Organic,1,0,0,0
8471,6,Desktop,Paid Search,1,0,0,0
8472,6,Desktop,Direct,1,1,0,0
8473,6,Mobile,Paid Search,1,0,0,0
8474,6,Mobile,Email,1,1,0,0
8475,6,Mobile,Direct,1,0,0,0
8476,6,Mobile,Organic,1,1,0,0
8477,6,Mobile,Paid Search,1,0,0,0
8478,6,Desktop,Organic,1,0,0,0
8479,6,Mobile,Social,1,1,0,0
8480,6,Mobile,Direct,1,0,0,0
8481,6,Mobile,Email,1,0,0,0
8482,6,Mobile,Email,1,0,0,0
8483,6,Mobile,Paid Search,1,0,0,0
8484,6,Mobile,Paid Search,1,0,0,0
8485,6,Mobile,Paid Search,1,0,0,0
8486,6,Mobile,Organic,1,1,1,1
8487,6,Mobile,Direct,1,1,0,0
8488,6,Desktop,Email,1,1,1,1
8489,6,Desktop,Direct,1,0,0,0
8490,6,Mobile,Organic,1,1,0,0
8491,6,Mobile,Paid Search,1,0,0,0
8492,6,Mobile,Paid Search,1,0,0,0
8493,6,Mobile,Direct,1,0,0,0
8494,6,Desktop,Organic,1,1,1,0
8495,6,Mobile,Paid Search,1,0,0,0
8496,6,Mobile,Paid Search,1,0,0,0
8497,6,Desktop,Paid Search,1,1,1,1
8498,6,Desktop,Email,1,0,0,0
8499,6,Mobile,Organic,1,1,1,1
8500,6,Desktop,Email,1,0,0,0
8501,6,Mobile,Social,1,0,0,0
8502,6,Desktop,Paid Search,1,1,1,1
8503,6,Desktop,Paid Search,1,0,0,0
8504,6,Mobile,Social,1,0,0,0
8505,6,Mobile,Paid Search,1,0,0,0
8506,6,Mobile,Direct,1,0,0,0
8507,6,Mobile,Social,1,0,0,0
8508,6,Desktop,Organic,1,1,1,1
8509,6,Desktop,Paid Search,1,0,0,0
8510,6,Mobile,Social,1,1,1,1
8511,6,Desktop,Social,1,1,1,1
8512,6,Desktop,Paid Search,1,1,1,1
8513,6,Desktop,Paid Search,1,1,1,1
8514,6,Mobile,Organic,1,0,0,0
8515,6,Tablet,Organic,1,1,1,0
8516,6,Mobile,Email,1,1,0,0
8517,6,Mobile,Organic,1,1,1,1
8518,6,Desktop,Paid Search,1,1,1,1
8519,6,Desktop,Paid Search,1,0,0,0
8520,6,Mobile,Email,1,1,1,1
8521,6,Desktop,Social,1,1,1,0
8522,6,Mobile,Social,1,0,0,0
8523,6,Mobile,Social,1,1,0,0
8524,6,Tablet,Paid Search,1,0,0,0
8525,6,Mobile,Social,1,0,0,0
8526,6,Mobile,Social,1,1,1,1
8527,6,Mobile,Email,1,0,0,0
8528,6,Desktop,Email,1,1,0,0
8529,6,Mobile,Paid Search,1,0,0,0
8530,6,Tablet,Organic,1,0,0,0
8531,6,Desktop,Email,1,0,0,0
8532,6,Tablet,Organic,1,0,0,0
8533,6,Tablet,Email,1,0,0,0
8534,6,Mobile,Paid Search,1,0,0,0
8535,6,Mobile,Email,1,1,0,0
8536,6,Mobile,Social,1,0,0,0
8537,6,Desktop,Paid Search,1,1,1,1
8538,6,Tablet,Paid Search,1,1,1,1
8539,6,Mobile,Email,1,0,0,0
8540,6,Mobile,Organic,1,0,0,0
8541,6,Desktop,Paid Search,1,1,0,0
8542,6,Desktop,Email,1,1,0,0
8543,6,Desktop,Email,1,0,0,0
8544,6,Mobile,Organic,1,1,1,1
8545,6,Mobile,Email,1,0,0,0
8546,6,Tablet,Email,1,0,0,0
8547,6,Mobile,Paid Search,1,1,1,1
8548,6,Mobile,Email,1,0,0,0
8549,6,Tablet,Social,1,1,1,0
8550,6,Desktop,Direct,1,1,1,1
8551,6,Desktop,Organic,1,0,0,0
8552,6,Mobile,Social,1,1,0,0
8553,6,Mobile,Social,1,1,0,0
8554,6,Desktop,Email,1,0,0,0
8555,6,Mobile,Social,1,1,1,1
8556,6,Mobile,Paid Search,1,1,0,0
8557,6,Mobile,Organic,1,0,0,0
8558,6,Mobile,Email,1,0,0,0
8559,6,Mobile,Social,1,0,0,0
8560,6,Desktop,Email,1,0,0,0
8561,6,Desktop,Paid Search,1,0,0,0
8562,6,Desktop,Email,1,0,0,0
8563,6,Mobile,Paid Search,1,0,0,0
8564,6,Mobile,Social,1,0,0,0
8565,6,Desktop,Paid Search,1,1,1,1
8566,6,Mobile,Paid Search,1,0,0,0
8567,6,Desktop,Social,1,1,0,0
8568,6,Mobile,Paid Search,1,0,0,0
8569,6,Tablet,Email,1,1,0,0
8570,6,Mobile,Social,1,1,0,0
8571,6,Tablet,Paid Search,1,0,0,0
8572,6,Mobile,Direct,1,0,0,0
8573,6,Tablet,Paid Search,1,0,0,0
8574,6,Desktop,Email,1,0,0,0
8575,6,Desktop,Direct,1,0,0,0
8576,6,Desktop,Email,1,1,1,1
8577,6,Desktop,Organic,1,1,0,0
8578,6,Mobile,Direct,1,0,0,0
8579,6,Desktop,Paid Search,1,0,0,0
8580,6,Mobile,Email,1,1,0,0
8581,6,Mobile,Email,1,0,0,0
8582,6,Mobile,Email,1,0,0,0
8583,6,Mobile,Paid Search,1,0,0,0
8584,6,Mobile,Direct,1,1,1,1
8585,6,Tablet,Organic,1,0,0,0
8586,6,Mobile,Organic,1,1,0,0
8587,6,Desktop,Social,1,0,0,0
8588,6,Mobile,Organic,1,0,0,0
8589,6,Desktop,Paid Search,1,1,0,0
8590,6,Desktop,Organic,1,1,0,0
8591,6,Mobile,Social,1,1,1,1
8592,6,Mobile,Email,1,1,1,1
8593,6,Desktop,Organic,1,1,1,1
8594,6,Mobile,Email,1,0,0,0
8595,6,Tablet,Social,1,1,1,1
8596,6,Mobile,Email,1,1,1,1
8597,6,Desktop,Paid Search,1,1,0,0
8598,6,Mobile,Direct,1,0,0,0
8599,6,Desktop,Organic,1,0,0,0
8600,6,Mobile,Direct,1,1,1,1
8601,6,Mobile,Organic,1,0,0,0
8602,6,Mobile,Paid Search,1,0,0,0
8603,6,Tablet,Social,1,1,1,1
8604,6,Mobile,Email,1,0,0,0
8605,6,Mobile,Organic,1,0,0,0
8606,6,Mobile,Organic,1,0,0,0
8607,6,Desktop,Social,1,1,1,1
8608,6,Mobile,Paid Search,1,1,1,1
8609,6,Mobile,Organic,1,0,0,0
8610,6,Mobile,Paid Search,1,0,0,0
8611,6,Desktop,Email,1,0,0,0
8612,6,Desktop,Organic,1,0,0,0
8613,6,Mobile,Paid Search,1,1,1,1
8614,6,Tablet,Paid Search,1,1,0,0
8615,6,Mobile,Email,1,1,1,1
8616,6,Mobile,Email,1,0,0,0
8617,6,Mobile,Paid Search,1,0,0,0
8618,6,Mobile,Paid Search,1,0,0,0
8619,6,Mobile,Social,1,0,0,0
8620,6,Desktop,Organic,1,0,0,0
8621,6,Mobile,Direct,1,0,0,0
8622,6,Mobile,Social,1,1,0,0
8623,6,Mobile,Social,1,1,1,1
8624,6,Mobile,Paid Search,1,0,0,0
8625,6,Tablet,Email,1,0,0,0
8626,6,Tablet,Email,1,0,0,0
8627,6,Mobile,Direct,1,1,0,0
8628,6,Mobile,Direct,1,0,0,0
8629,6,Mobile,Email,1,1,0,0
8630,6,Mobile,Email,1,0,0,0
8631,6,Mobile,Paid Search,1,0,0,0
8632,6,Desktop,Paid Search,1,0,0,0
8633,6,Mobile,Paid Search,1,0,0,0
8634,6,Mobile,Paid Search,1,1,1,1
8635,6,Mobile,Email,1,1,1,0
8636,6,Mobile,Email,1,0,0,0
8637,6,Mobile,Direct,1,0,0,0
8638,6,Mobile,Paid Search,1,1,1,1
8639,6,Desktop,Direct,1,1,1,1
8640,6,Desktop,Email,1,0,0,0
8641,6,Tablet,Email,1,1,0,0
8642,6,Desktop,Email,1,1,0,0
8643,6,Mobile,Direct,1,1,1,1
8644,6,Mobile,Paid Search,1,0,0,0
8645,6,Mobile,Organic,1,0,0,0
8646,6,Desktop,Social,1,0,0,0
8647,6,Desktop,Organic,1,1,1,1
8648,6,Mobile,Email,1,0,0,0
8649,6,Mobile,Email,1,0,0,0
8650,6,Mobile,Paid Search,1,0,0,0
8651,6,Mobile,Organic,1,0,0,0
8652,6,Desktop,Paid Search,1,0,0,0
8653,6,Mobile,Direct,1,1,1,1
8654,6,Mobile,Organic,1,0,0,0
8655,6,Desktop,Social,1,1,0,0
8656,6,Mobile,Direct,1,0,0,0
8657,6,Desktop,Paid Search,1,0,0,0
8658,6,Mobile,Organic,1,0,0,0
8659,6,Tablet,Social,1,0,0,0
8660,6,Mobile,Social,1,1,0,0
8661,6,Tablet,Paid Search,1,1,1,0
8662,6,Desktop,Organic,1,0,0,0
8663,6,Desktop,Organic,1,0,0,0
8664,6,Mobile,Social,1,0,0,0
8665,6,Desktop,Paid Search,1,1,0,0
8666,6,Mobile,Social,1,0,0,0
8667,6,Tablet,Social,1,0,0,0
8668,6,Mobile,Paid Search,1,1,0,0
8669,6,Mobile,Email,1,0,0,0
8670,6,Mobile,Email,1,0,0,0
8671,6,Desktop,Email,1,1,0,0
8672,6,Desktop,Paid Search,1,1,1,1
8673,6,Mobile,Email,1,1,1,0
8674,6,Mobile,Paid Search,1,0,0,0
8675,6,Mobile,Organic,1,1,0,0
8676,6,Desktop,Paid Search,1,1,1,1
8677,6,Mobile,Paid Search,1,0,0,0
8678,6,Mobile,Email,1,1,0,0
8679,6,Mobile,Organic,1,1,0,0
8680,6,Desktop,Email,1,1,1,1
8681,6,Mobile,Social,1,0,0,0
8682,6,Desktop,Organic,1,0,0,0
8683,6,Desktop,Paid Search,1,1,0,0
8684,6,Mobile,Organic,1,0,0,0
8685,6,Mobile,Social,1,1,1,1
8686,6,Desktop,Paid Search,1,1,1,0
8687,6,Mobile,Social,1,0,0,0
8688,6,Mobile,Organic,1,0,0,0
8689,6,Desktop,Social,1,0,0,0
8690,6,Mobile,Social,1,1,0,0
8691,6,Mobile,Paid Search,1,0,0,0
8692,6,Mobile,Social,1,1,0,0
8693,6,Desktop,Direct,1,1,1,1
8694,6,Mobile,Social,1,0,0,0
8695,6,Mobile,Social,1,0,0,0
8696,6,Desktop,Direct,1,0,0,0
8697,6,Mobile,Email,1,0,0,0
8698,6,Mobile,Social,1,1,1,1
8699,6,Desktop,Organic,1,1,1,1
8700,6,Mobile,Organic,1,1,1,1
8701,6,Desktop,Paid Search,1,0,0,0
8702,6,Mobile,Paid Search,1,0,0,0
8703,6,Tablet,Paid Search,1,0,0,0
8704,6,Desktop,Paid Search,1,0,0,0
8705,6,Desktop,Direct,1,1,0,0
8706,6,Mobile,Social,1,1,0,0
8707,6,Mobile,Email,1,0,0,0
8708,6,Mobile,Organic,1,0,0,0
8709,6,Desktop,Direct,1,1,0,0
8710,6,Mobile,Organic,1,0,0,0
8711,6,Mobile,Social,1,0,0,0
8712,6,Mobile,Paid Search,1,0,0,0
8713,6,Mobile,Social,1,0,0,0
8714,6,Mobile,Social,1,0,0,0
8715,6,Tablet,Social,1,1,0,0
8716,6,Mobile,Organic,1,0,0,0
8717,6,Mobile,Email,1,0,0,0
8718,6,Mobile,Email,1,1,1,1
8719,6,Mobile,Email,1,0,0,0
8720,6,Mobile,Paid Search,1,0,0,0
8721,6,Mobile,Social,1,0,0,0
8722,6,Desktop,Email,1,0,0,0
8723,6,Mobile,Email,1,0,0,0
8724,6,Desktop,Email,1,1,1,0
8725,6,Mobile,Social,1,1,1,0
8726,6,Mobile,Paid Search,1,1,0,0
8727,6,Desktop,Social,1,1,0,0
8728,6,Desktop,Email,1,0,0,0
8729,6,Mobile,Email,1,0,0,0
8730,6,Desktop,Social,1,0,0,0
8731,6,Mobile,Email,1,1,0,0
8732,6,Mobile,Organic,1,0,0,0
8733,6,Mobile,Email,1,1,0,0
8734,6,Mobile,Paid Search,1,1,0,0
8735,6,Mobile,Social,1,1,1,1
8736,6,Tablet,Direct,1,1,1,1
8737,6,Mobile,Organic,1,0,0,0
8738,6,Mobile,Social,1,1,1,1
8739,6,Mobile,Social,1,0,0,0
8740,6,Mobile,Organic,1,0,0,0
8741,6,Mobile,Social,1,0,0,0
8742,6,Mobile,Direct,1,0,0,0
8743,6,Desktop,Email,1,1,1,1
8744,6,Mobile,Organic,1,1,1,1
8745,6,Desktop,Paid Search,1,0,0,0
8746,6,Desktop,Email,1,1,0,0
8747,6,Mobile,Email,1,1,0,0
8748,6,Mobile,Direct,1,0,0,0
8749,6,Mobile,Social,1,0,0,0
8750,6,Tablet,Paid Search,1,1,1,1
8751,6,Mobile,Social,1,0,0,0
8752,6,Mobile,Organic,1,0,0,0
8753,6,Tablet,Organic,1,0,0,0
8754,6,Desktop,Social,1,0,0,0
8755,6,Tablet,Social,1,1,1,1
8756,6,Mobile,Paid Search,1,0,0,0
8757,6,Desktop,Paid Search,1,1,1,1
8758,6,Desktop,Direct,1,0,0,0
8759,6,Desktop,Organic,1,1,1,1
8760,6,Mobile,Social,1,0,0,0
8761,6,Desktop,Email,1,1,1,1
8762,6,Mobile,Email,1,1,1,1
8763,6,Desktop,Paid Search,1,1,0,0
8764,6,Mobile,Email,1,0,0,0
8765,6,Mobile,Paid Search,1,1,0,0
8766,6,Desktop,Paid Search,1,1,0,0
8767,6,Desktop,Direct,1,1,0,0
8768,6,Desktop,Paid Search,1,0,0,0
8769,6,Tablet,Organic,1,0,0,0
8770,6,Mobile,Direct,1,1,1,1
8771,6,Mobile,Email,1,1,0,0
8772,6,Mobile,Direct,1,0,0,0
8773,6,Mobile,Social,1,1,0,0
8774,6,Mobile,Organic,1,1,1,1
8775,6,Desktop,Paid Search,1,0,0,0
8776,6,Mobile,Organic,1,1,0,0
8777,6,Mobile,Email,1,1,0,0
8778,6,Desktop,Social,1,1,1,0
8779,6,Mobile,Social,1,0,0,0
8780,6,Mobile,Organic,1,0,0,0
8781,6,Mobile,Email,1,0,0,0
8782,6,Mobile,Email,1,1,1,1
8783,6,Mobile,Email,1,1,1,1
8784,6,Mobile,Email,1,0,0,0
8785,6,Desktop,Email,1,1,1,1
8786,6,Mobile,Organic,1,1,0,0
8787,6,Mobile,Email,1,1,1,1
8788,6,Tablet,Email,1,0,0,0
8789,6,Desktop,Email,1,1,1,1
